feature,hr,ci_lower,ci_upper,z,p,n,events,q
inter_H08_H05,1.1568508177338033,0.971789566712177,1.3771539233737686,1.6382159227255273,0.10137665921361204,200,112,0.9973126457678482
inter_H05_H08,1.1568508177338033,0.971789566712177,1.3771539233737686,1.6382159227255273,0.10137665921361204,200,112,0.9973126457678482
comp_H08,1.1625258842364077,0.9679670619716302,1.3961905157876653,1.6115601594686242,0.10705768615939158,200,112,0.9973126457678482
inter_H10_H10,1.170963515081756,0.9659916965383972,1.4194278880099251,1.6075454325230714,0.10793477144054947,200,112,0.9973126457678482
comp_H01,1.1574684448465096,0.9629982621058891,1.3912104035220818,1.5582119239865215,0.11918301929054168,200,112,0.9973126457678482
dist_H01_H09,0.858391787668611,0.7035721285718591,1.047279207367944,-1.5047296781344182,0.1323935896762963,200,112,0.9973126457678482
inter_H02_H07,0.8571271883661867,0.6908382713763627,1.063442845418569,-1.4009866819066514,0.1612180557311499,200,112,0.9973126457678482
inter_H07_H02,0.8571271883661867,0.6908382713763627,1.063442845418569,-1.4009866819066514,0.1612180557311499,200,112,0.9973126457678482
inter_H07_H09,0.8801605000189571,0.7345432523638595,1.054645187060922,-1.383377940746153,0.16654901079904966,200,112,0.9973126457678482
inter_H09_H07,0.8801605000189571,0.7345432523638595,1.054645187060922,-1.383377940746153,0.16654901079904966,200,112,0.9973126457678482
inter_H06_H03,0.871198884995908,0.7128375633225088,1.0647411644253166,-1.347094153701449,0.1779499108097184,200,112,0.9973126457678482
inter_H03_H06,0.871198884995908,0.7128375633225088,1.0647411644253166,-1.347094153701449,0.1779499108097184,200,112,0.9973126457678482
disp_H06_f_function,1.1413001278436021,0.9410395505514395,1.384177722448044,1.3426303733232932,0.17939169027466176,200,112,0.9973126457678482
dist_H07_H09,1.1286830350902477,0.9456687972169873,1.3471158162874506,1.3410813683463578,0.1798940358057001,200,112,0.9973126457678482
dist_H01_H05,0.8755112789334982,0.7205890103030819,1.0637408961002184,-1.3380560368781684,0.18087817046496701,200,112,0.9973126457678482
inter_H01_H02,1.143613392604445,0.9368976183623279,1.395938644854641,1.3191941995495746,0.1871041969762989,200,112,0.9973126457678482
inter_H02_H01,1.143613392604445,0.9368976183623279,1.395938644854641,1.3191941995495746,0.1871041969762989,200,112,0.9973126457678482
disp_H10_f_function,1.1413232839005787,0.9349162209080308,1.393300072501086,1.2987552839601253,0.1940279248734557,200,112,0.9973126457678482
inter_H08_H08,1.12373622746918,0.9407483566497691,1.342317634679415,1.2864255564659006,0.19829458399955127,200,112,0.9973126457678482
dist_H06_H10,1.1328273037061953,0.9339077673257992,1.3741161010973395,1.2659106925500405,0.2055450578215472,200,112,0.9973126457678482
dist_H06_H07,1.1264041589626865,0.9363925666359755,1.3549726626799254,1.2627560641680804,0.20667685880172815,200,112,0.9973126457678482
inter_H02_H05,1.1200844772238865,0.9377818771252443,1.337826275726111,1.2512128945923577,0.21085681496847797,200,112,0.9973126457678482
inter_H05_H02,1.1200844772238865,0.9377818771252443,1.337826275726111,1.2512128945923577,0.21085681496847797,200,112,0.9973126457678482
inter_H06_H09,0.885747411909862,0.7304007768590018,1.0741342322756997,-1.2331027992106816,0.21753741325458048,200,112,0.9973126457678482
inter_H09_H06,0.885747411909862,0.7304007768590018,1.0741342322756997,-1.2331027992106816,0.21753741325458048,200,112,0.9973126457678482
dist_H04_H06,1.1179340454821602,0.9353774568483048,1.336120002570034,1.22555665613163,0.2203655572174627,200,112,0.9973126457678482
comp_H03,0.8978647180713079,0.7517704983408164,1.0723499442136857,-1.1890332947193962,0.23442656542487528,200,112,0.9973126457678482
dist_H05_H09,0.8920900405329198,0.7373444599230137,1.079311887012915,-1.174754809985984,0.24009282426448708,200,112,0.9973126457678482
inter_H06_H06,0.8906462050793368,0.7330560756268882,1.0821145734913378,-1.165640971913118,0.24375963509039317,200,112,0.9973126457678482
disp_H08_clark_evans,1.110500894084463,0.9303380284205938,1.3255528615292422,1.160478522456747,0.24585403321127974,200,112,0.9973126457678482
dist_H04_H09,1.106620256771045,0.9304977337194653,1.3160788557763639,1.1454825543308615,0.2520093181092169,200,112,0.9973126457678482
disp_H05_f_function,0.9040861218405586,0.759886942321546,1.0756491132845796,-1.1373744501061962,0.2553817835010088,200,112,0.9973126457678482
dist_H04_H07,1.1089593428279105,0.9234904093180574,1.3316768768107061,1.1075669743609158,0.2680488729141102,200,112,0.9973126457678482
inter_H05_H01,1.1093735060927674,0.9210415390987479,1.3362150606419188,1.0934703665426693,0.27418733300800724,200,112,0.9973126457678482
inter_H01_H05,1.1093735060927674,0.9210415390987479,1.3362150606419188,1.0934703665426693,0.27418733300800724,200,112,0.9973126457678482
comp_H06,1.1148685150617323,0.9160167257511247,1.356887675666359,1.0848146576942181,0.2780037522377248,200,112,0.9973126457678482
dist_H04_H05,1.1000852079328223,0.9255503394633009,1.3075328408548286,1.0822088535099295,0.27915973535980243,200,112,0.9973126457678482
