feature,coefficient,lasso_selection_freq,rsf_importance
comp_H01,21.52225996415598,0.9,0.008515703690138285
disp_H01_j_function,17.989468570721765,0.96,0.005219302261697682
disp_H07_kde_summary,4.901538637523156,0.88,0.011659493941336327
dist_H02_H03,0.00013975670557064626,0.98,0.008302048041998633
dist_H02_H05,-0.0001427353337430443,0.98,0.007386380978542902
dist_H04_H08,-0.00012612478431288542,0.96,0.006287580502396047
inter_H10_H10,0.42108779676666475,1.0,0.00421206849189637
